web-scraper-order,web-scraper-start-url,skilllane_link,skilllane_link-href,names,comments,stars
1666012645-796,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by สรวิศ กองศรีมา,,5
1666012645-797,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by Thanakit Chaithong,,5
1666012645-798,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by Inosuke Hashibira,,5
1666012645-799,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by เด่นภูมิ นิยมชน,,4
1666012645-800,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by นาย เปรื่องวิช สัตตวัตรกุล,,5
1666012645-801,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by Warintorn Sokhom,,5
1666012645-802,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by Pongsapak Noof,,4
1666012645-803,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by วัชรพล เอนกธนะเศรษฐ์,,5
1666012645-804,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by phompasith sisanonh,,5
1666012645-805,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by Nakhunkhun Amphaiphinyokul,,5
1666012645-806,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by บัลลังก์ ตั้งเพียร,,5
1666012645-807,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by Rachataphong Leetaweesuk,,5
1666012645-808,https://www.skilllane.com/courses/all,"JavaScript + Node.js ฉบับละเอียด สำหรับ Full-stackนคร สินผดุงนครโค้ด สอนเขียนโปรแกรมมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/nakorncode-javascript-nodejs,by Mr.Jetcy pudad,,5
1666012653-809,https://www.skilllane.com/courses/all,"Emotional Intelligence and Self-Management to Achieve the Target กลยุทธ์บริหารจัดการกับอารมณ์ของตนเอง เพื่อการทำงานร่วมกับผู้อื่นมงคล กรัตะนุตถะวิทยากร นักเขียน ที่ปรึกษา ผู้เชี่ยวชาญด้านการพัฒนาทัศนคติเชิงบวกและการพัฒนาทักษะหัวหน้างานมีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/Emotional-Intelligence-Self-Management-to-Achieve-the-Target,by Opal Ja,วิทยากร บรรยา เข้าใจง่าย มีการยกตัวอย่างประกอบ การลงทะเบียน การเข้าเรียน ก้สะดวก,5
1666012653-810,https://www.skilllane.com/courses/all,"Emotional Intelligence and Self-Management to Achieve the Target กลยุทธ์บริหารจัดการกับอารมณ์ของตนเอง เพื่อการทำงานร่วมกับผู้อื่นมงคล กรัตะนุตถะวิทยากร นักเขียน ที่ปรึกษา ผู้เชี่ยวชาญด้านการพัฒนาทัศนคติเชิงบวกและการพัฒนาทักษะหัวหน้างานมีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/Emotional-Intelligence-Self-Management-to-Achieve-the-Target,by Thawanrat Cordeiro,,5
1666012662-811,https://www.skilllane.com/courses/all,"การตลาดออนไลน์ ระดับอนุบาลศศิธร จิระกรที่ปรึกษาด้านแบรนด์และการตลาดออนไลน์990 บาท1,590 บาท",https://www.skilllane.com/courses/SBSlevel1,by Jantra Janveerawong,,4
1666012670-812,https://www.skilllane.com/courses/all,"การตลาดออนไลน์ ระดับประถมศศิธร จิระกรที่ปรึกษาด้านแบรนด์และการตลาดออนไลน์1,590 บาท2,190 บาท",https://www.skilllane.com/courses/SBSlevel2,by Foo Foo,,5
1666012678-813,https://www.skilllane.com/courses/all,"SEO for B2B  สร้างยอดขายระยะยาวธุรกิจ B2B ด้วย SEOจิรเมธ  แพะทอง (Jay SEO)SEO Specialist l Freelancer l JAY SEO2,300 บาท",https://www.skilllane.com/courses/SEO-for-B2B-Strategies,by พี นาย,,4
1666012707-814,https://www.skilllane.com/courses/all,"เพิ่มยอดขาย หา Insight ด้วย Google Trendsณัฐพล ม่วงทำ (หนุ่ย)การตลาดวันละตอน 2,890 บาท",https://www.skilllane.com/courses/Insight-Google-Trends,by ปภินดา ทรงดาวเรือง,,5
1666012707-815,https://www.skilllane.com/courses/all,"เพิ่มยอดขาย หา Insight ด้วย Google Trendsณัฐพล ม่วงทำ (หนุ่ย)การตลาดวันละตอน 2,890 บาท",https://www.skilllane.com/courses/Insight-Google-Trends,by Supphanida Phumkham,,5
1666012707-816,https://www.skilllane.com/courses/all,"เพิ่มยอดขาย หา Insight ด้วย Google Trendsณัฐพล ม่วงทำ (หนุ่ย)การตลาดวันละตอน 2,890 บาท",https://www.skilllane.com/courses/Insight-Google-Trends,by สิรภัทร์ กุลเจริญ,,5
1666012707-817,https://www.skilllane.com/courses/all,"เพิ่มยอดขาย หา Insight ด้วย Google Trendsณัฐพล ม่วงทำ (หนุ่ย)การตลาดวันละตอน 2,890 บาท",https://www.skilllane.com/courses/Insight-Google-Trends,by Wisanut Banmairuroy,,4
1666012707-818,https://www.skilllane.com/courses/all,"เพิ่มยอดขาย หา Insight ด้วย Google Trendsณัฐพล ม่วงทำ (หนุ่ย)การตลาดวันละตอน 2,890 บาท",https://www.skilllane.com/courses/Insight-Google-Trends,by นันท์ชญาน์ ชมภูทีป,,5
1666012707-819,https://www.skilllane.com/courses/all,"เพิ่มยอดขาย หา Insight ด้วย Google Trendsณัฐพล ม่วงทำ (หนุ่ย)การตลาดวันละตอน 2,890 บาท",https://www.skilllane.com/courses/Insight-Google-Trends,by น้ำผึ้ง เดือนห้า,,5
1666012715-820,https://www.skilllane.com/courses/all,"Make Money With Money Management วิธีปั้นพอร์ตให้โตเร็วที่สุดและเสี่ยงต่ำที่สุดธนภัทร ธนิชานนท์ (อ.ใหม่)Three Six O Academy (360 Academy)2,990 บาท",https://www.skilllane.com/courses/make-money-with-money-management,by อภิวัฒน์​ N,สอนดีมากครับ เรื่อง Money Management เป็นเรื่องที่ผมตามหามานาน ไม่ค่อยมีสอน ได้ความรู้เยอะมากครับ ขอบคุณครับ,5
1666012734-821,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by ทีปวัฒน์ สถิตย์,,5
1666012734-822,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by Paitoon Suwanno,,5
1666012734-823,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by กาญจนา จันทร์วัน,,4
1666012734-824,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by suda Sanguanhong,,5
1666012734-825,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by TUDSORN LAOSINCHAI,,5
1666012734-826,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by วรายุทธ เนื่องทรัพย์แสน,,5
1666012734-827,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by ภูมิศิษฐ์ ธนเรืองอมร,,5
1666012734-828,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by Kittamuk Kongsang,,5
1666012734-829,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by Chanapha Kongman,,5
1666012734-830,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by Wichearee Thitayarasa,,5
1666012734-831,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by สิริมงคล ธิติกุล,,5
1666012734-832,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by เอกฉัตร อัศวรุจิกุล,,5
1666012734-833,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by Long Eoey,,5
1666012734-834,https://www.skilllane.com/courses/all,"PRONUNCIATION พูดเหมือนเด๊ะ ออกเสียงเป๊ะเวอร์ผ่องพิสุทธิ์  จงอุดมสุข (Kana ฝรั่งอั่งม้อ)เจ้าของเพจ-ช่องสอนภาษาอังกฤษ ""ฝรั่งอั่งม้อ Kana"" ที่มีผู้ติดตามรวมกว่า
6 แสนคน2,490 บาท",https://www.skilllane.com/courses/kana-english-pronunciation,by Siripong Wongsue,,5
1666012767-835,https://www.skilllane.com/courses/all,"ตัดต่อวิดีโอ Premiere Pro สำหรับผู้เริ่มต้น เพื่อก้าวสู่มืออาชีพพงศกร ภูริวัฒภากรช่างภาพอาชีพและนักตัดต่อวีดีโอมืออาชีพ ผู้ก่อตั้ง 38Photo Wedding
ให้บริการด้านการถ่ายภาพแบบครบวงจร990 บาท1,290 บาท",https://www.skilllane.com/courses/Premiere-Pro-for-beginner-to-be-professional,by narumon usaha,-,4
1666012767-836,https://www.skilllane.com/courses/all,"ตัดต่อวิดีโอ Premiere Pro สำหรับผู้เริ่มต้น เพื่อก้าวสู่มืออาชีพพงศกร ภูริวัฒภากรช่างภาพอาชีพและนักตัดต่อวีดีโอมืออาชีพ ผู้ก่อตั้ง 38Photo Wedding
ให้บริการด้านการถ่ายภาพแบบครบวงจร990 บาท1,290 บาท",https://www.skilllane.com/courses/Premiere-Pro-for-beginner-to-be-professional,by สุพรรษา จันโทกุล,อธิบายดีมาก ใจเย็น เข้าใจง่าย ชอบมากค่ะ,5
1666012767-837,https://www.skilllane.com/courses/all,"ตัดต่อวิดีโอ Premiere Pro สำหรับผู้เริ่มต้น เพื่อก้าวสู่มืออาชีพพงศกร ภูริวัฒภากรช่างภาพอาชีพและนักตัดต่อวีดีโอมืออาชีพ ผู้ก่อตั้ง 38Photo Wedding
ให้บริการด้านการถ่ายภาพแบบครบวงจร990 บาท1,290 บาท",https://www.skilllane.com/courses/Premiere-Pro-for-beginner-to-be-professional,by arutchai cheeranont,,5
1666012767-838,https://www.skilllane.com/courses/all,"ตัดต่อวิดีโอ Premiere Pro สำหรับผู้เริ่มต้น เพื่อก้าวสู่มืออาชีพพงศกร ภูริวัฒภากรช่างภาพอาชีพและนักตัดต่อวีดีโอมืออาชีพ ผู้ก่อตั้ง 38Photo Wedding
ให้บริการด้านการถ่ายภาพแบบครบวงจร990 บาท1,290 บาท",https://www.skilllane.com/courses/Premiere-Pro-for-beginner-to-be-professional,by Sakon Wat,,5
1666012767-839,https://www.skilllane.com/courses/all,"ตัดต่อวิดีโอ Premiere Pro สำหรับผู้เริ่มต้น เพื่อก้าวสู่มืออาชีพพงศกร ภูริวัฒภากรช่างภาพอาชีพและนักตัดต่อวีดีโอมืออาชีพ ผู้ก่อตั้ง 38Photo Wedding
ให้บริการด้านการถ่ายภาพแบบครบวงจร990 บาท1,290 บาท",https://www.skilllane.com/courses/Premiere-Pro-for-beginner-to-be-professional,by aim nalin,,5
1666012767-840,https://www.skilllane.com/courses/all,"ตัดต่อวิดีโอ Premiere Pro สำหรับผู้เริ่มต้น เพื่อก้าวสู่มืออาชีพพงศกร ภูริวัฒภากรช่างภาพอาชีพและนักตัดต่อวีดีโอมืออาชีพ ผู้ก่อตั้ง 38Photo Wedding
ให้บริการด้านการถ่ายภาพแบบครบวงจร990 บาท1,290 บาท",https://www.skilllane.com/courses/Premiere-Pro-for-beginner-to-be-professional,by jarunee cHaijokkia,,4
1666012767-841,https://www.skilllane.com/courses/all,"ตัดต่อวิดีโอ Premiere Pro สำหรับผู้เริ่มต้น เพื่อก้าวสู่มืออาชีพพงศกร ภูริวัฒภากรช่างภาพอาชีพและนักตัดต่อวีดีโอมืออาชีพ ผู้ก่อตั้ง 38Photo Wedding
ให้บริการด้านการถ่ายภาพแบบครบวงจร990 บาท1,290 บาท",https://www.skilllane.com/courses/Premiere-Pro-for-beginner-to-be-professional,by กิตติศักดิ์ ทุมแสง,,5
1666012774-842,https://www.skilllane.com/courses/all,เก็บเงินเป็น เห็นทางรวยนุกูล ลักขณานุกุลผู้มีประสบการณ์ตรงในการจัดการการเงิน จากติดลบจนบวกเป็นหลักล้าน990 บาท,https://www.skilllane.com/courses/Save-Money-for-Rich-Life-Panya-Sang-Sook,by Aunchalee A.,,5
1666012805-843,https://www.skilllane.com/courses/all,"Marketing Analytics for Business with Machine Learning วิเคราะห์การตลาดให้ตอบโจทย์ธุรกิจด้วย Machine Learningพรพระ ชำนาญวนิชกุลผู้สอนและให้ความรู้ด้าน Data Science และ Machine Learningมีประกาศนียบัตร1,990 บาท2,590 บาท",https://www.skilllane.com/courses/Marketing-Analytics-for-Business-with-Machine-Learning,by Foo Foo,,5
1666012805-844,https://www.skilllane.com/courses/all,"Marketing Analytics for Business with Machine Learning วิเคราะห์การตลาดให้ตอบโจทย์ธุรกิจด้วย Machine Learningพรพระ ชำนาญวนิชกุลผู้สอนและให้ความรู้ด้าน Data Science และ Machine Learningมีประกาศนียบัตร1,990 บาท2,590 บาท",https://www.skilllane.com/courses/Marketing-Analytics-for-Business-with-Machine-Learning,by Pakawat Naktubtee,,5
1666012805-845,https://www.skilllane.com/courses/all,"Marketing Analytics for Business with Machine Learning วิเคราะห์การตลาดให้ตอบโจทย์ธุรกิจด้วย Machine Learningพรพระ ชำนาญวนิชกุลผู้สอนและให้ความรู้ด้าน Data Science และ Machine Learningมีประกาศนียบัตร1,990 บาท2,590 บาท",https://www.skilllane.com/courses/Marketing-Analytics-for-Business-with-Machine-Learning,by pakkaya mongkolsiri,,5
1666012805-846,https://www.skilllane.com/courses/all,"Marketing Analytics for Business with Machine Learning วิเคราะห์การตลาดให้ตอบโจทย์ธุรกิจด้วย Machine Learningพรพระ ชำนาญวนิชกุลผู้สอนและให้ความรู้ด้าน Data Science และ Machine Learningมีประกาศนียบัตร1,990 บาท2,590 บาท",https://www.skilllane.com/courses/Marketing-Analytics-for-Business-with-Machine-Learning,by กรรณิการ์ แลเชอกู่,,5
1666012805-847,https://www.skilllane.com/courses/all,"Marketing Analytics for Business with Machine Learning วิเคราะห์การตลาดให้ตอบโจทย์ธุรกิจด้วย Machine Learningพรพระ ชำนาญวนิชกุลผู้สอนและให้ความรู้ด้าน Data Science และ Machine Learningมีประกาศนียบัตร1,990 บาท2,590 บาท",https://www.skilllane.com/courses/Marketing-Analytics-for-Business-with-Machine-Learning,by กรรณิการ์ แลเชอกู่,,5
1666012814-848,https://www.skilllane.com/courses/all,"เรียนรู้อย่างไรให้ประสบความสำเร็จผศ. ดร.นเรศ สุรสิทธิ์ผู้แต่งหนังสือภาษาอังกฤษขายดีกว่า 65 เล่ม เป็นผู้บริหารมหาวิทยาลัยหลายแห่ง
เป็นอาจารย์พิเศษสอนระดับปริญญาตรี โท เอก หลายมหาวิทยาลัย กว่า 30 ปี1,090 บาท1,500 บาท",https://www.skilllane.com/courses/learn-to-be-successful,by Apassanan satthachaivitaya,,5
1666012821-849,https://www.skilllane.com/courses/all,"Empathy Through Customer Journey Mappingจีรวัฒน์ เยาวนิช (อ.ต้น)MindDoJo (Thailand)มีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/Minddojo-empathy-through-customer-journey-mapping,by วินัย ปีตะวนิค,,5
1666012837-850,https://www.skilllane.com/courses/all,"Ideation ระดมความคิดพิชิตไอเดียสร้างสรรค์จีรวัฒน์ เยาวนิช (อ.ต้น)MindDoJo (Thailand)มีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/Minddojo-Ideation,by ดารีนา อาบูวะ,,5
1666012837-851,https://www.skilllane.com/courses/all,"Ideation ระดมความคิดพิชิตไอเดียสร้างสรรค์จีรวัฒน์ เยาวนิช (อ.ต้น)MindDoJo (Thailand)มีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/Minddojo-Ideation,by Nipapron Gadchun,,5
1666012852-852,https://www.skilllane.com/courses/all,"Digital Customer ชนะใจลูกค้าในยุคดิจิทัลทรงภัทร สนิทวงศ์ ณ อยุธยา (อ.จี้)MindDoJo (Thailand)มีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/minddojo-digital-customer,by Olivia Petjak,,5
1666012852-853,https://www.skilllane.com/courses/all,"Digital Customer ชนะใจลูกค้าในยุคดิจิทัลทรงภัทร สนิทวงศ์ ณ อยุธยา (อ.จี้)MindDoJo (Thailand)มีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/minddojo-digital-customer,by Thanunya Sophakanee,,5
1666012852-854,https://www.skilllane.com/courses/all,"Digital Customer ชนะใจลูกค้าในยุคดิจิทัลทรงภัทร สนิทวงศ์ ณ อยุธยา (อ.จี้)MindDoJo (Thailand)มีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/minddojo-digital-customer,by Chayanisa K,,5
1666012852-855,https://www.skilllane.com/courses/all,"Digital Customer ชนะใจลูกค้าในยุคดิจิทัลทรงภัทร สนิทวงศ์ ณ อยุธยา (อ.จี้)MindDoJo (Thailand)มีประกาศนียบัตร1,490 บาท",https://www.skilllane.com/courses/minddojo-digital-customer,by อธิภัทร ภัทรมงคลชัย,,5
1666012859-856,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by ฐิติรัฐ รักหาญ,,5
1666012859-857,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by Kanuengkij Pholchanigo,,5
1666012859-858,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by Naphat Iam-on,,5
1666012859-859,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by pakkaya mongkolsiri,,5
1666012859-860,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by ชูชาติ พิจิตร์สกุลชัย,,5
1666012859-861,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by Thamonwan Boonmee,,5
1666012859-862,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by ยุคันต์ สุทธิเบญจกุล,,5
1666012859-863,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by Thiwaporn Boonjeam,,5
1666012859-864,https://www.skilllane.com/courses/all,"Introduction to Business Process Improvement (BPI)ธมลวรรณ ชื่นชิตGrant Thornton Thailandมีประกาศนียบัตร890 บาท1,290 บาท",https://www.skilllane.com/courses/Introduction-Business-Process-Improvement-BPI,by Somkajorn Jankasidit,,5
1666012867-865,https://www.skilllane.com/courses/all,"Microsoft Project 2019 วางแผนงานก่อสร้างตามสัญญาแบบมืออาชีพผศ.ยุทธนา เกาะกิ่งผู้เชี่ยวชาญเรื่องการวางแผนและบริหารโครงการ โดยใช้โปรแกรม Microsoft
Project Primavera และ Navisworksมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Microsoft-Project-2019,by Bpktc05 Trainingcenter,,5
1666012867-866,https://www.skilllane.com/courses/all,"Microsoft Project 2019 วางแผนงานก่อสร้างตามสัญญาแบบมืออาชีพผศ.ยุทธนา เกาะกิ่งผู้เชี่ยวชาญเรื่องการวางแผนและบริหารโครงการ โดยใช้โปรแกรม Microsoft
Project Primavera และ Navisworksมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Microsoft-Project-2019,by Thanakit TASAO,สอนเข้าใจง่าย,5
1666012867-867,https://www.skilllane.com/courses/all,"Microsoft Project 2019 วางแผนงานก่อสร้างตามสัญญาแบบมืออาชีพผศ.ยุทธนา เกาะกิ่งผู้เชี่ยวชาญเรื่องการวางแผนและบริหารโครงการ โดยใช้โปรแกรม Microsoft
Project Primavera และ Navisworksมีประกาศนียบัตร2,490 บาท",https://www.skilllane.com/courses/Microsoft-Project-2019,by ศราวุธ วงษ์สุก,,5
